id_mahasiswa,nama,nim,jenis_layanan,prioritas,waktu_kedatangan,estimasi_waktu_layanan
925,Eko Wijaya,202697425,Surat Aktif Kuliah,3,42,7
926,Budi Pratama,202664652,Pengajuan Cuti,2,36,24
927,Vina Nugroho,202669683,Konsultasi,3,4,7
928,Yanti Putri,202652313,Surat Aktif Kuliah,3,8,29
929,Nina Kusuma,202648383,Surat Aktif Kuliah,2,110,13
930,Kartini Setiawan,202664233,Surat Aktif Kuliah,3,78,6
931,Dewi Setiawan,202621492,Surat Aktif Kuliah,3,119,30
932,Wahyu Putri,202665975,Surat Aktif Kuliah,3,67,23
933,Tono Susanto,202627002,Surat Aktif Kuliah,3,93,25
934,Putri Purnama,202633581,Pengajuan Cuti,2,37,11
935,Ahmad Pratama,202613144,Surat Aktif Kuliah,4,94,11
936,Zainal Handayani,202664270,Legalisasi,3,103,25
937,Gita Santoso,202693968,Legalisasi,2,101,7
938,Joko Putri,202676413,Surat Aktif Kuliah,4,14,26
939,Kartini Ramadhan,202661911,Konsultasi,3,3,10
940,Gita Ramadhan,202654295,Pengajuan Cuti,3,60,30
941,Budi Sari,202673111,Legalisasi,3,110,22
942,Cici Ramadhan,202670617,Konsultasi,3,95,6
943,Andi Setiawan,202649236,Surat Aktif Kuliah,3,71,22
944,Ahmad Hidayat,202685681,Konsultasi,4,113,30
945,Lestari Kusuma,202629570,Legalisasi,1,48,25
946,Rini Nugroho,202684840,Surat Aktif Kuliah,2,14,30
947,Yanti Putri,202651223,Konsultasi,2,11,20
948,Cici Siregar,202658705,Surat Aktif Kuliah,4,27,21
949,Joko Nugroho,202624711,Surat Aktif Kuliah,1,25,7
950,Oscar Setiawan,202613269,Konsultasi,4,19,11
951,Kartini Purnama,202678633,Legalisasi,3,98,8
952,Andi Setiawan,202698699,Pengajuan Cuti,2,4,19
953,Mario Setiawan,202625183,Legalisasi,4,87,24
954,Bambang Kusuma,202653685,Surat Aktif Kuliah,1,66,29
955,Vina Putri,202612947,Surat Aktif Kuliah,3,114,11
956,Kartini Hidayat,202635238,Legalisasi,3,98,19
957,Vina Pratama,202645738,Legalisasi,2,1,24
958,Rini Setiawan,202623419,Legalisasi,3,40,13
959,Eko Putri,202685247,Legalisasi,1,78,15
960,Rini Saputra,202616649,Legalisasi,3,86,6
961,Dewi Laksono,202617052,Legalisasi,3,90,24
962,Cici Saputra,202690782,Surat Aktif Kuliah,3,25,27
963,Yanti Kusuma,202671040,Surat Aktif Kuliah,1,102,27
964,Oscar Pratama,202669715,Legalisasi,3,98,19
965,Putri Siregar,202639334,Legalisasi,4,33,16
966,Mario Nugroho,202697187,Legalisasi,4,41,19
967,Putri Santoso,202618568,Surat Aktif Kuliah,3,59,10
968,Joko Susanto,202689226,Surat Aktif Kuliah,3,51,27
969,Zainal Pratama,202652713,Surat Aktif Kuliah,1,38,22
970,Oscar Laksono,202687403,Surat Aktif Kuliah,3,70,10
971,Putri Laksono,202618659,Legalisasi,4,75,18
972,Zainal Handayani,202684346,Konsultasi,3,30,10
973,Vina Kusuma,202685261,Konsultasi,2,76,19
974,Kartini Pratama,202668356,Legalisasi,4,8,24
975,Dewi Laksono,202652915,Surat Aktif Kuliah,3,11,11
976,Andi Sari,202686123,Pengajuan Cuti,3,0,29
977,Eko Sari,202669373,Surat Aktif Kuliah,3,73,19
978,Gita Hidayat,202699328,Pengajuan Cuti,2,101,26
979,Joko Handayani,202655124,Pengajuan Cuti,3,78,21
980,Mario Sari,202648560,Legalisasi,4,6,5
981,Wahyu Susanto,202624379,Pengajuan Cuti,4,30,18
982,Wahyu Laksono,202691949,Legalisasi,3,48,18
983,Rini Hidayat,202696834,Legalisasi,2,71,17
984,Andi Susanto,202664688,Legalisasi,4,85,9
985,Eko Santoso,202619404,Surat Aktif Kuliah,2,113,20
986,Vina Handayani,202627797,Legalisasi,3,53,19
987,Cici Handayani,202691691,Legalisasi,3,70,19
988,Mario Susanto,202639589,Legalisasi,3,73,20
989,Bambang Siregar,202675763,Legalisasi,4,73,16
990,Budi Wijaya,202684469,Surat Aktif Kuliah,3,74,20
991,Wahyu Kusuma,202628624,Konsultasi,3,109,29
992,Yanti Maulana,202670941,Surat Aktif Kuliah,3,78,7
993,Hadi Purnama,202692663,Konsultasi,4,9,26
994,Umi Putri,202690353,Legalisasi,3,99,5
995,Putri Saputra,202677196,Pengajuan Cuti,3,42,18
996,Lestari Putri,202647908,Legalisasi,3,76,28
997,Joko Maulana,202618051,Surat Aktif Kuliah,3,73,6
998,Vina Putri,202691831,Legalisasi,3,16,21
999,Citra Maulana,202643037,Legalisasi,2,109,13
1000,Ahmad Pratama,202689145,Legalisasi,3,19,26
